Employee_ID,First_Name,Last_Name,Age,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Department,Region
emp1265,heidi,johnson,30,active,2021-11-02,115195.81,heidi.johnson@example.com,,4.0,True,sales,illinois
emp1266,grace,brown,32,pending,2021-11-19,85512.05,grace.brown@example.com,,4.0,False,devops,california
emp1267,heidi,garcia,32,active,2022-01-24,73186.77,heidi.garcia@example.com,,4.0,False,hr,texas
emp1268,grace,davis,32,pending,2023-07-12,51865.3,grace.davis@example.com,,4.0,True,hr,nevada
emp1269,david,williams,25,active,2022-12-09,94031.77,david.williams@example.com,,5.0,True,sales,florida
emp1270,grace,miller,30,active,2023-03-18,116374.36,grace.miller@example.com,,5.0,False,devops,new york
emp1271,alice,garcia,40,active,2022-04-25,98335.02,alice.garcia@example.com,,5.0,False,hr,texas
emp1272,heidi,garcia,25,pending,2021-02-28,89262.07,heidi.garcia@example.com,,4.0,True,devops,new york
emp1273,heidi,garcia,32,active,2022-07-30,113848.69,heidi.garcia@example.com,,5.0,True,finance,california
emp1274,frank,smith,35,active,2021-05-19,69530.45,frank.smith@example.com,,4.0,True,sales,florida
emp1275,eva,brown,35,pending,2023-12-14,84230.22,eva.brown@example.com,,4.0,True,devops,new york
emp1276,eva,smith,35,pending,2023-01-17,76578.59,eva.smith@example.com,,3.0,False,cloud tech,illinois
emp1277,frank,miller,30,inactive,2024-01-02,55532.06,frank.miller@example.com,,5.0,True,hr,texas
emp1278,eva,smith,40,pending,2021-07-09,115311.68,eva.smith@example.com,,5.0,True,admin,new york
emp1279,charlie,johnson,25,pending,2021-05-05,66972.06,charlie.johnson@example.com,,4.0,True,sales,nevada
emp1280,david,brown,30,inactive,2021-11-07,100215.06,david.brown@example.com,,3.0,True,cloud tech,texas
emp1281,charlie,brown,25,inactive,2023-08-30,115452.25,charlie.brown@example.com,,4.0,False,sales,new york
emp1282,heidi,miller,30,inactive,2023-08-15,54141.38,heidi.miller@example.com,,3.0,False,hr,california
emp1283,david,davis,32,active,2020-12-24,79251.95,david.davis@example.com,,4.0,False,devops,nevada
emp1284,alice,johnson,40,pending,2024-11-21,114822.78,alice.johnson@example.com,,4.0,True,finance,new york
emp1285,alice,williams,35,active,2021-11-17,69919.32,alice.williams@example.com,,3.0,True,sales,illinois
emp1286,heidi,smith,30,inactive,2021-01-29,106616.97,heidi.smith@example.com,,4.0,False,sales,florida
emp1287,heidi,jones,35,active,2024-02-17,73597.85,heidi.jones@example.com,,4.0,True,devops,new york
emp1288,david,smith,30,inactive,2024-08-20,79939.23,david.smith@example.com,,5.0,True,sales,nevada
emp1289,grace,garcia,25,inactive,2021-10-24,85547.87,grace.garcia@example.com,,4.0,False,admin,new york
emp1290,grace,smith,30,inactive,2021-09-10,90772.25,grace.smith@example.com,,3.0,False,finance,california
emp1291,eva,williams,35,active,2023-09-29,58275.74,eva.williams@example.com,,4.0,False,devops,new york
emp1292,grace,smith,32,pending,2020-08-28,94709.79,grace.smith@example.com,,5.0,False,devops,california
emp1293,frank,johnson,32,active,2022-09-06,60722.99,frank.johnson@example.com,,5.0,True,admin,new york
emp1294,frank,johnson,40,inactive,2024-03-31,87626.24,frank.johnson@example.com,,4.0,True,devops,illinois
emp1295,david,brown,30,active,2022-12-12,81272.36,david.brown@example.com,,4.0,False,devops,illinois
emp1296,bob,miller,32,pending,2022-11-01,64150.97,bob.miller@example.com,,4.0,True,cloud tech,texas
emp1297,charlie,davis,35,active,2023-10-25,64378.1,charlie.davis@example.com,,4.0,False,sales,florida
emp1298,bob,jones,32,inactive,2020-09-27,85927.35,bob.jones@example.com,,4.0,False,finance,texas
emp1299,alice,garcia,32,inactive,2024-01-21,51523.93,alice.garcia@example.com,,3.0,True,finance,nevada
emp1300,alice,smith,30,active,2022-05-17,74117.02,alice.smith@example.com,,4.0,False,sales,texas
emp1301,alice,smith,25,inactive,2022-04-17,62598.69,alice.smith@example.com,,3.0,True,finance,texas
emp1302,grace,williams,35,inactive,2022-02-08,55617.5,grace.williams@example.com,,5.0,True,finance,florida
emp1303,charlie,miller,35,pending,2022-03-15,87018.98,charlie.miller@example.com,,4.0,True,cloud tech,new york
emp1304,david,johnson,25,inactive,2023-10-11,100336.58,david.johnson@example.com,,5.0,True,cloud tech,california
emp1305,grace,jones,30,inactive,2020-11-13,69295.48,grace.jones@example.com,,5.0,False,admin,florida
emp1306,bob,brown,25,pending,2024-04-17,115536.66,bob.brown@example.com,,5.0,True,devops,florida
emp1307,david,johnson,30,pending,2020-03-09,81250.87,david.johnson@example.com,,5.0,False,cloud tech,texas
emp1308,alice,garcia,30,inactive,2022-06-17,66403.75,alice.garcia@example.com,,4.0,False,devops,texas
emp1309,alice,miller,30,active,2024-07-28,114147.79,alice.miller@example.com,,5.0,False,sales,california
emp1310,frank,garcia,30,pending,2022-12-03,65472.99,frank.garcia@example.com,,4.0,False,hr,new york
emp1311,alice,davis,32,active,2023-07-06,97512.51,alice.davis@example.com,,4.0,True,sales,nevada
emp1312,alice,brown,35,inactive,2024-05-28,86712.41,alice.brown@example.com,,3.0,True,devops,nevada
emp1313,grace,davis,30,active,2024-03-25,87654.98,grace.davis@example.com,,4.0,False,hr,texas
emp1314,david,williams,35,inactive,2020-04-28,89367.02,david.williams@example.com,,4.0,False,devops,new york
emp1315,charlie,garcia,40,active,2021-11-07,95269.41,charlie.garcia@example.com,,4.0,True,admin,california
emp1316,frank,williams,25,active,2020-04-15,68792.31,frank.williams@example.com,,3.0,False,sales,nevada
emp1317,alice,smith,25,pending,2023-10-07,89119.53,alice.smith@example.com,,4.0,True,admin,illinois
emp1318,frank,davis,35,active,2024-02-27,58212.13,frank.davis@example.com,,4.0,False,cloud tech,new york
emp1319,heidi,miller,30,pending,2021-02-22,77764.24,heidi.miller@example.com,,4.0,True,devops,illinois
emp1320,frank,garcia,35,pending,2023-08-21,75148.17,frank.garcia@example.com,,3.0,False,finance,florida
emp1321,heidi,jones,40,inactive,2024-04-08,108781.18,heidi.jones@example.com,,4.0,False,cloud tech,nevada
emp1322,frank,brown,35,pending,2024-11-04,65489.19,frank.brown@example.com,,3.0,True,finance,texas
emp1323,eva,johnson,32,pending,2022-05-05,70663.46,eva.johnson@example.com,,5.0,False,sales,illinois
emp1324,david,miller,40,inactive,2023-02-01,95822.56,david.miller@example.com,,3.0,False,sales,new york
emp1325,eva,miller,40,pending,2022-10-01,82258.03,eva.miller@example.com,,3.0,True,devops,nevada
emp1326,frank,williams,30,pending,2022-09-27,62883.34,frank.williams@example.com,,3.0,False,admin,nevada
emp1327,alice,davis,32,pending,2020-04-09,103503.72,alice.davis@example.com,,3.0,True,cloud tech,texas
emp1328,david,garcia,25,active,2021-03-23,85401.3,david.garcia@example.com,,4.0,True,devops,new york
emp1329,heidi,garcia,40,pending,2023-02-03,85547.87,heidi.garcia@example.com,,5.0,False,cloud tech,texas
emp1330,eva,smith,32,pending,2024-07-23,98850.14,eva.smith@example.com,,4.0,False,hr,texas
emp1331,charlie,smith,25,active,2021-05-08,63435.24,charlie.smith@example.com,,4.0,False,cloud tech,illinois
emp1332,frank,brown,35,inactive,2022-04-11,82129.84,frank.brown@example.com,,3.0,False,finance,texas
emp1333,david,williams,35,pending,2024-10-23,95492.61,david.williams@example.com,,4.0,False,devops,texas
emp1334,grace,miller,40,inactive,2020-04-24,94572.37,grace.miller@example.com,,4.0,False,finance,illinois
emp1335,bob,garcia,40,inactive,2023-03-04,118413.05,bob.garcia@example.com,,4.0,False,finance,nevada
emp1336,alice,jones,30,pending,2022-08-31,68976.65,alice.jones@example.com,,4.0,True,admin,nevada
emp1337,eva,williams,32,active,2021-01-02,115013.65,eva.williams@example.com,,3.0,False,sales,nevada
emp1338,david,brown,32,inactive,2020-06-06,70949.38,david.brown@example.com,,4.0,True,admin,nevada
emp1339,grace,brown,32,pending,2020-10-13,105334.87,grace.brown@example.com,,3.0,False,hr,texas
emp1340,bob,williams,32,active,2020-07-19,80596.18,bob.williams@example.com,,4.0,False,devops,california
emp1341,frank,brown,32,inactive,2024-05-03,72846.37,frank.brown@example.com,,4.0,True,sales,illinois
emp1342,heidi,williams,40,pending,2022-02-07,80229.36,heidi.williams@example.com,,5.0,False,admin,california
emp1343,grace,johnson,25,active,2023-12-31,55145.47,grace.johnson@example.com,,4.0,False,sales,california
emp1344,grace,williams,30,inactive,2022-01-08,85547.87,grace.williams@example.com,,4.0,True,devops,florida
emp1345,eva,davis,40,active,2020-09-28,56110.81,eva.davis@example.com,,4.0,False,hr,california
emp1346,grace,williams,25,inactive,2023-02-09,56514.5,grace.williams@example.com,,3.0,False,cloud tech,texas
emp1347,frank,brown,40,inactive,2022-03-05,104541.84,frank.brown@example.com,,4.0,False,cloud tech,california
emp1348,david,garcia,32,pending,2022-02-18,61865.12,david.garcia@example.com,,5.0,True,sales,new york
emp1349,eva,davis,40,active,2022-06-09,69317.33,eva.davis@example.com,,4.0,False,admin,texas
emp1350,bob,brown,35,pending,2023-07-04,84706.17,bob.brown@example.com,,3.0,False,hr,new york
emp1351,heidi,smith,25,active,2022-03-21,73255.21,heidi.smith@example.com,,3.0,False,admin,california
emp1352,frank,smith,40,pending,2023-05-02,59528.71,frank.smith@example.com,,4.0,False,hr,texas
emp1353,david,garcia,40,inactive,2021-10-15,70401.37,david.garcia@example.com,,4.0,True,hr,new york
emp1354,heidi,garcia,32,inactive,2021-07-28,107154.62,heidi.garcia@example.com,,3.0,True,admin,california
emp1355,bob,davis,32,pending,2021-01-03,97719.88,bob.davis@example.com,,5.0,False,admin,illinois
emp1356,heidi,johnson,30,pending,2020-05-21,107327.59,heidi.johnson@example.com,,4.0,False,finance,california
emp1357,grace,garcia,40,inactive,2021-05-10,67687.72,grace.garcia@example.com,,5.0,True,admin,nevada
emp1358,grace,smith,40,pending,2022-09-08,90757.08,grace.smith@example.com,,4.0,True,cloud tech,florida
emp1359,grace,williams,32,pending,2024-07-21,87583.42,grace.williams@example.com,,4.0,False,cloud tech,california
emp1360,bob,brown,25,pending,2021-12-28,61643.69,bob.brown@example.com,,4.0,True,admin,nevada
emp1361,grace,smith,35,active,2020-07-20,68111.69,grace.smith@example.com,,4.0,False,finance,texas
emp1362,david,smith,40,inactive,2024-04-30,97568.88,david.smith@example.com,,3.0,True,hr,texas
emp1363,charlie,johnson,35,active,2021-08-28,79118.28,charlie.johnson@example.com,,4.0,True,cloud tech,florida
emp1364,bob,davis,30,inactive,2022-07-21,104898.9,bob.davis@example.com,,5.0,True,hr,california
emp1365,frank,davis,40,pending,2023-11-27,81671.3,frank.davis@example.com,,4.0,True,cloud tech,florida
emp1366,alice,miller,25,pending,2020-08-11,97399.75,alice.miller@example.com,,5.0,False,cloud tech,california
emp1367,david,johnson,32,active,2021-11-08,89189.43,david.johnson@example.com,,4.0,True,admin,illinois
emp1368,david,williams,40,active,2023-08-04,96011.55,david.williams@example.com,,3.0,True,devops,new york
emp1369,david,davis,40,inactive,2020-01-10,99331.49,david.davis@example.com,,5.0,False,sales,florida
emp1370,bob,brown,32,active,2022-01-19,72818.94,bob.brown@example.com,,4.0,True,cloud tech,illinois
emp1371,eva,garcia,40,inactive,2023-05-07,77204.75,eva.garcia@example.com,,4.0,True,sales,nevada
emp1372,bob,johnson,35,pending,2020-12-19,106961.68,bob.johnson@example.com,,4.0,False,hr,texas
emp1373,eva,garcia,32,pending,2020-10-01,71923.0,eva.garcia@example.com,,4.0,True,sales,texas
emp1374,bob,smith,30,active,2022-11-12,77192.43,bob.smith@example.com,,5.0,False,hr,nevada
emp1375,grace,brown,40,pending,2023-01-05,98540.3,grace.brown@example.com,,4.0,False,admin,florida
emp1376,charlie,brown,32,inactive,2020-10-14,63096.9,charlie.brown@example.com,,3.0,False,admin,florida
emp1377,alice,smith,35,active,2021-02-03,107065.12,alice.smith@example.com,,3.0,False,cloud tech,florida
emp1378,heidi,johnson,40,inactive,2023-12-25,108792.43,heidi.johnson@example.com,,4.0,True,devops,florida
emp1379,bob,smith,32,inactive,2020-03-07,69239.7,bob.smith@example.com,,5.0,False,cloud tech,new york
emp1380,charlie,garcia,40,inactive,2023-01-30,85756.42,charlie.garcia@example.com,,3.0,True,sales,nevada
emp1381,eva,miller,32,active,2024-04-05,100328.62,eva.miller@example.com,,3.0,True,hr,illinois
emp1382,grace,brown,25,active,2021-09-01,111236.69,grace.brown@example.com,,5.0,True,devops,nevada
emp1383,eva,jones,35,active,2024-05-07,106832.22,eva.jones@example.com,,4.0,True,cloud tech,florida
emp1384,frank,jones,32,active,2023-06-15,59746.45,frank.jones@example.com,,4.0,True,devops,florida
emp1385,david,garcia,25,pending,2021-07-29,91780.04,david.garcia@example.com,,4.0,True,sales,california
emp1386,eva,williams,35,pending,2023-10-23,107062.66,eva.williams@example.com,,4.0,True,sales,california
emp1387,grace,davis,25,active,2023-12-07,110625.52,grace.davis@example.com,,5.0,True,hr,nevada
emp1388,frank,smith,30,inactive,2020-10-18,90419.79,frank.smith@example.com,,3.0,True,devops,florida
emp1389,grace,smith,40,pending,2024-06-15,111608.76,grace.smith@example.com,,4.0,True,finance,texas
emp1390,eva,williams,35,inactive,2023-04-06,50173.12,eva.williams@example.com,,4.0,False,finance,florida
emp1391,bob,williams,40,pending,2022-01-03,109507.44,bob.williams@example.com,,4.0,False,devops,nevada
emp1392,grace,garcia,30,inactive,2021-07-03,72600.56,grace.garcia@example.com,,5.0,False,finance,new york
emp1393,charlie,garcia,32,pending,2024-04-10,53388.65,charlie.garcia@example.com,,4.0,True,finance,california
emp1394,heidi,williams,25,inactive,2022-07-23,50047.32,heidi.williams@example.com,,4.0,False,cloud tech,new york
emp1395,david,brown,30,active,2024-11-25,115290.79,david.brown@example.com,,4.0,False,devops,california
emp1396,frank,garcia,35,pending,2023-08-21,61586.76,frank.garcia@example.com,,5.0,False,cloud tech,california
emp1397,eva,miller,30,active,2023-12-12,56662.86,eva.miller@example.com,,3.0,True,finance,nevada
emp1398,bob,garcia,30,pending,2023-10-24,85547.87,bob.garcia@example.com,,5.0,True,sales,new york
emp1399,frank,smith,25,active,2022-09-05,54957.98,frank.smith@example.com,,5.0,True,finance,nevada
emp1400,bob,garcia,25,inactive,2020-10-07,76790.47,bob.garcia@example.com,,5.0,True,hr,california
emp1401,charlie,brown,30,pending,2020-01-18,92722.35,charlie.brown@example.com,,5.0,False,cloud tech,illinois
emp1402,frank,williams,30,active,2022-04-23,93125.32,frank.williams@example.com,,3.0,False,devops,nevada
emp1403,david,smith,25,active,2023-04-22,101100.64,david.smith@example.com,,3.0,False,cloud tech,new york
emp1404,grace,garcia,35,inactive,2023-08-13,55897.41,grace.garcia@example.com,,4.0,False,admin,new york
emp1405,eva,brown,25,active,2022-11-26,92484.88,eva.brown@example.com,,4.0,True,devops,california
emp1406,grace,miller,35,active,2022-10-10,77011.99,grace.miller@example.com,,3.0,True,devops,texas
emp1407,bob,garcia,32,inactive,2020-09-27,77078.68,bob.garcia@example.com,,3.0,True,cloud tech,california
emp1408,grace,brown,35,active,2024-04-11,82971.02,grace.brown@example.com,,4.0,False,sales,nevada
emp1409,bob,miller,25,active,2021-06-20,65102.01,bob.miller@example.com,,3.0,True,sales,texas
emp1410,grace,williams,32,pending,2022-10-23,103697.7,grace.williams@example.com,,5.0,True,hr,nevada
emp1411,grace,garcia,25,pending,2023-06-15,60687.63,grace.garcia@example.com,,5.0,False,devops,illinois
emp1412,bob,miller,32,pending,2021-10-31,77351.21,bob.miller@example.com,,4.0,False,admin,new york
emp1413,bob,smith,35,pending,2024-09-29,66704.62,bob.smith@example.com,,4.0,True,devops,florida
emp1414,grace,williams,25,pending,2020-04-22,71650.3,grace.williams@example.com,,4.0,True,finance,illinois
emp1415,charlie,smith,25,active,2023-12-07,50794.54,charlie.smith@example.com,,4.0,True,cloud tech,nevada
emp1416,frank,jones,32,inactive,2020-12-07,76030.86,frank.jones@example.com,,4.0,True,sales,nevada
emp1417,eva,johnson,25,inactive,2021-07-11,86669.79,eva.johnson@example.com,,5.0,True,cloud tech,california
emp1418,bob,garcia,40,inactive,2020-04-23,84972.7,bob.garcia@example.com,,4.0,True,finance,illinois
emp1419,frank,miller,30,pending,2023-10-12,100594.49,frank.miller@example.com,,3.0,False,hr,texas
emp1420,alice,johnson,25,active,2022-08-24,75478.35,alice.johnson@example.com,,5.0,False,cloud tech,new york
emp1421,charlie,johnson,25,pending,2023-09-04,79355.85,charlie.johnson@example.com,,4.0,False,sales,nevada
emp1422,grace,miller,35,pending,2022-02-02,58358.07,grace.miller@example.com,,4.0,True,hr,texas
emp1423,alice,williams,30,active,2022-04-01,54824.85,alice.williams@example.com,,3.0,False,admin,illinois
emp1424,eva,garcia,35,pending,2022-07-24,50557.84,eva.garcia@example.com,,3.0,True,hr,texas
emp1425,eva,jones,32,inactive,2023-04-26,118030.04,eva.jones@example.com,,5.0,True,admin,florida
emp1426,david,smith,32,active,2022-04-19,51673.72,david.smith@example.com,,4.0,False,admin,new york
emp1427,alice,brown,35,inactive,2024-10-04,101665.79,alice.brown@example.com,,4.0,True,cloud tech,nevada
emp1428,david,smith,32,inactive,2020-05-02,118079.15,david.smith@example.com,,4.0,True,admin,florida
emp1429,eva,brown,25,pending,2022-04-25,99059.28,eva.brown@example.com,,4.0,False,cloud tech,new york
emp1430,bob,smith,32,active,2023-07-29,107397.4,bob.smith@example.com,,4.0,False,cloud tech,illinois
emp1431,alice,miller,40,active,2021-08-20,68269.37,alice.miller@example.com,,5.0,False,devops,new york
emp1432,grace,jones,35,inactive,2021-04-23,55228.12,grace.jones@example.com,,4.0,True,hr,texas
emp1433,bob,garcia,30,inactive,2022-08-12,71982.33,bob.garcia@example.com,,3.0,False,cloud tech,new york
emp1434,frank,brown,30,inactive,2021-06-26,109673.75,frank.brown@example.com,,5.0,False,finance,california
emp1435,eva,garcia,32,inactive,2020-10-30,56384.9,eva.garcia@example.com,,5.0,True,cloud tech,new york
emp1436,frank,garcia,40,pending,2021-09-04,68211.68,frank.garcia@example.com,,4.0,False,sales,texas
emp1437,alice,garcia,40,pending,2023-01-31,67489.68,alice.garcia@example.com,,4.0,False,finance,illinois
emp1438,charlie,davis,25,active,2020-09-24,63869.31,charlie.davis@example.com,,4.0,False,cloud tech,texas
emp1439,bob,williams,32,active,2020-02-14,119801.3,bob.williams@example.com,,3.0,True,sales,california
emp1440,heidi,smith,30,active,2020-03-28,115959.65,heidi.smith@example.com,,5.0,True,cloud tech,california
emp1441,grace,garcia,40,inactive,2023-10-31,79866.48,grace.garcia@example.com,,5.0,True,finance,texas
emp1442,charlie,smith,35,active,2020-03-11,92987.46,charlie.smith@example.com,,5.0,True,hr,texas
emp1443,eva,garcia,40,inactive,2020-05-04,56140.51,eva.garcia@example.com,,3.0,False,finance,illinois
emp1444,grace,brown,30,active,2023-07-15,119586.11,grace.brown@example.com,,3.0,True,devops,illinois
emp1445,alice,williams,40,inactive,2023-01-20,104700.46,alice.williams@example.com,,4.0,True,devops,california
emp1446,frank,williams,40,active,2021-10-15,91798.14,frank.williams@example.com,,4.0,False,hr,new york
emp1447,eva,miller,25,inactive,2024-04-19,90879.22,eva.miller@example.com,,4.0,False,finance,illinois
emp1448,charlie,davis,25,active,2021-06-29,87358.27,charlie.davis@example.com,,4.0,False,admin,nevada
emp1449,alice,miller,30,inactive,2024-09-14,119407.93,alice.miller@example.com,,5.0,True,sales,florida
emp1450,david,miller,32,pending,2022-01-04,113978.6,david.miller@example.com,,5.0,True,hr,nevada
emp1451,frank,miller,32,pending,2021-01-20,108568.78,frank.miller@example.com,,4.0,True,sales,new york
emp1452,heidi,miller,32,inactive,2020-03-18,56318.02,heidi.miller@example.com,,5.0,False,hr,new york
emp1453,david,miller,25,active,2021-11-10,114252.73,david.miller@example.com,,4.0,False,sales,florida
emp1454,charlie,jones,35,inactive,2020-05-01,51533.9,charlie.jones@example.com,,4.0,True,devops,new york
emp1455,charlie,williams,25,active,2022-02-04,99317.66,charlie.williams@example.com,,4.0,False,sales,california
emp1456,bob,miller,35,active,2020-11-18,101264.64,bob.miller@example.com,,3.0,False,hr,california
emp1457,heidi,garcia,35,pending,2023-11-21,112272.02,heidi.garcia@example.com,,4.0,False,admin,nevada
emp1458,frank,williams,30,active,2022-02-13,71477.63,frank.williams@example.com,,4.0,True,devops,illinois
emp1459,charlie,williams,30,pending,2023-03-19,77412.1,charlie.williams@example.com,,4.0,False,devops,texas
emp1460,alice,johnson,30,pending,2021-03-28,94775.27,alice.johnson@example.com,,3.0,False,sales,california
emp1461,heidi,jones,30,active,2021-05-02,74276.71,heidi.jones@example.com,,5.0,True,hr,nevada
emp1462,bob,miller,35,inactive,2021-03-05,67467.86,bob.miller@example.com,,4.0,True,finance,texas
emp1463,eva,smith,25,active,2022-03-01,80675.41,eva.smith@example.com,,5.0,False,devops,texas
emp1464,charlie,brown,40,inactive,2023-01-23,76274.33,charlie.brown@example.com,,3.0,False,finance,florida
emp1465,david,davis,30,active,2021-08-26,51405.46,david.davis@example.com,,3.0,True,finance,texas
emp1466,bob,garcia,25,inactive,2020-11-25,101238.96,bob.garcia@example.com,,3.0,True,hr,new york
emp1467,bob,smith,35,inactive,2023-12-13,52169.52,bob.smith@example.com,,5.0,False,sales,illinois
emp1468,charlie,jones,32,active,2020-07-26,73176.62,charlie.jones@example.com,,5.0,False,finance,new york
emp1469,grace,brown,32,pending,2021-06-27,96241.85,grace.brown@example.com,,5.0,False,devops,nevada
emp1470,bob,jones,25,pending,2024-09-16,84366.38,bob.jones@example.com,,5.0,False,finance,illinois
emp1471,alice,garcia,40,pending,2023-07-04,92015.09,alice.garcia@example.com,,3.0,True,cloud tech,california
emp1472,alice,williams,30,inactive,2020-06-16,83149.95,alice.williams@example.com,,3.0,False,admin,nevada
emp1473,grace,brown,40,inactive,2020-07-05,94930.65,grace.brown@example.com,,4.0,False,finance,nevada
emp1474,frank,williams,40,inactive,2020-04-01,68430.72,frank.williams@example.com,,4.0,True,hr,new york
emp1475,david,garcia,35,active,2024-03-20,98752.97,david.garcia@example.com,,5.0,False,sales,texas
emp1476,frank,smith,32,active,2023-02-07,54268.86,frank.smith@example.com,,4.0,True,finance,illinois
emp1477,grace,garcia,32,pending,2024-12-10,66494.94,grace.garcia@example.com,,4.0,False,devops,florida
emp1478,grace,smith,25,pending,2024-06-27,90003.98,grace.smith@example.com,,3.0,False,sales,illinois
emp1479,charlie,brown,25,active,2021-03-09,106592.25,charlie.brown@example.com,,3.0,True,finance,new york
emp1480,grace,brown,25,active,2024-08-11,93905.83,grace.brown@example.com,,3.0,True,devops,florida
emp1481,eva,miller,35,active,2022-03-05,88945.49,eva.miller@example.com,,4.0,False,devops,texas
emp1482,eva,jones,32,pending,2023-06-30,91130.33,eva.jones@example.com,,4.0,False,finance,texas
emp1483,bob,miller,40,pending,2023-04-19,90787.4,bob.miller@example.com,,3.0,False,admin,new york
emp1484,bob,jones,25,inactive,2024-11-11,87494.34,bob.jones@example.com,,3.0,True,sales,texas
emp1485,grace,miller,35,inactive,2023-03-17,92627.35,grace.miller@example.com,,3.0,False,finance,nevada
emp1486,eva,williams,40,pending,2023-10-26,98556.29,eva.williams@example.com,,4.0,True,admin,illinois
emp1487,frank,brown,30,inactive,2021-07-04,112792.2,frank.brown@example.com,,4.0,True,cloud tech,nevada
emp1488,eva,smith,35,pending,2023-11-03,56875.22,eva.smith@example.com,,4.0,False,hr,texas
emp1489,charlie,jones,35,inactive,2021-07-05,101015.96,charlie.jones@example.com,,4.0,True,devops,florida
emp1490,bob,garcia,30,inactive,2024-02-26,83912.22,bob.garcia@example.com,,3.0,False,finance,new york
emp1491,frank,jones,25,active,2021-09-29,99669.86,frank.jones@example.com,,3.0,False,sales,new york
emp1492,alice,smith,30,active,2021-05-25,52314.97,alice.smith@example.com,,5.0,False,admin,new york
emp1493,frank,miller,30,inactive,2022-10-31,77785.96,frank.miller@example.com,,5.0,False,hr,california
emp1494,alice,jones,30,pending,2022-07-02,62430.86,alice.jones@example.com,,4.0,False,hr,texas
emp1495,frank,davis,35,pending,2024-08-28,98219.54,frank.davis@example.com,,4.0,True,admin,california
emp1496,grace,williams,25,active,2024-10-21,65494.58,grace.williams@example.com,,3.0,True,admin,illinois
emp1497,david,brown,35,pending,2020-02-11,110524.1,david.brown@example.com,,3.0,False,devops,florida
emp1498,alice,smith,40,active,2023-05-16,106060.54,alice.smith@example.com,,4.0,False,admin,nevada
emp1499,eva,brown,35,inactive,2022-07-29,67639.91,eva.brown@example.com,,5.0,True,finance,florida
emp1500,grace,davis,32,pending,2023-09-18,117653.98,grace.davis@example.com,,4.0,True,cloud tech,texas
emp1501,eva,jones,35,inactive,2020-05-10,73539.86,eva.jones@example.com,,5.0,True,devops,texas
emp1502,frank,jones,35,pending,2023-08-27,70915.38,frank.jones@example.com,,5.0,True,hr,nevada
emp1503,david,garcia,25,pending,2021-10-16,97652.9,david.garcia@example.com,,5.0,False,sales,florida
emp1504,heidi,davis,35,inactive,2022-03-06,101571.25,heidi.davis@example.com,,5.0,False,hr,texas
emp1505,david,smith,35,active,2023-11-06,87424.46,david.smith@example.com,,3.0,True,devops,nevada
emp1506,frank,garcia,32,pending,2024-11-30,89077.36,frank.garcia@example.com,,3.0,False,hr,new york
emp1507,heidi,williams,30,pending,2024-07-13,89132.22,heidi.williams@example.com,,5.0,True,devops,california
emp1508,frank,garcia,25,active,2024-03-04,111000.26,frank.garcia@example.com,,4.0,False,admin,california
emp1509,frank,johnson,35,inactive,2022-08-07,109584.97,frank.johnson@example.com,,4.0,True,hr,illinois
emp1510,bob,smith,40,active,2024-11-11,97648.84,bob.smith@example.com,,4.0,False,admin,illinois
emp1511,grace,johnson,25,active,2021-12-02,78643.43,grace.johnson@example.com,,4.0,True,admin,new york
emp1512,heidi,davis,30,active,2024-05-14,55656.8,heidi.davis@example.com,,4.0,True,hr,nevada
emp1513,charlie,miller,35,active,2022-07-14,69146.95,charlie.miller@example.com,,5.0,False,devops,texas
emp1514,charlie,johnson,32,active,2020-09-22,93013.58,charlie.johnson@example.com,,3.0,True,admin,florida
emp1515,grace,williams,40,active,2020-03-18,87364.78,grace.williams@example.com,,4.0,False,finance,florida
emp1516,alice,garcia,35,active,2023-10-17,50288.67,alice.garcia@example.com,,5.0,False,sales,new york
emp1517,david,miller,35,active,2022-02-24,85233.55,david.miller@example.com,,4.0,True,hr,new york
emp1518,bob,garcia,25,inactive,2024-01-30,86420.19,bob.garcia@example.com,,4.0,False,hr,california
emp1519,grace,johnson,30,inactive,2024-03-16,63189.82,grace.johnson@example.com,,5.0,False,hr,texas
emp1520,grace,garcia,25,pending,2020-09-25,64783.32,grace.garcia@example.com,,3.0,False,admin,new york
emp1521,charlie,davis,25,pending,2024-06-10,52615.44,charlie.davis@example.com,,3.0,False,hr,nevada
emp1522,eva,miller,32,pending,2020-04-08,96337.89,eva.miller@example.com,,4.0,False,sales,texas
emp1523,alice,davis,25,inactive,2022-06-28,76617.76,alice.davis@example.com,,5.0,True,devops,texas
emp1524,heidi,johnson,30,pending,2023-07-14,50651.32,heidi.johnson@example.com,,4.0,False,admin,nevada
emp1525,bob,davis,32,pending,2023-12-06,59601.45,bob.davis@example.com,,4.0,False,hr,illinois
emp1526,bob,williams,32,active,2021-08-01,57980.88,bob.williams@example.com,,4.0,False,devops,illinois
emp1527,david,johnson,32,pending,2021-02-17,75054.53,david.johnson@example.com,,3.0,False,admin,california
emp1528,charlie,johnson,25,active,2023-11-10,115318.7,charlie.johnson@example.com,,5.0,False,sales,florida
emp1529,alice,johnson,25,active,2024-09-06,90190.69,alice.johnson@example.com,,4.0,True,devops,texas
emp1530,bob,smith,32,pending,2020-07-26,113334.56,bob.smith@example.com,,5.0,False,cloud tech,nevada
